RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,PowerOutput
37.4,451.0,14.2,2.2,1.13
46.2,558.0,29.2,3.0,2.41
46.4,560.0,26.8,2.9,2.38
65.6,779.0,57.6,5.2,6.77
65.5,783.0,44.8,4.5,6.81
62.8,748.0,24.1,4.2,6.35
44.5,529.0,22.4,2.8,2.0
58.6,695.0,55.4,3.8,4.61
54.9,670.0,52.3,3.3,4.36
66.5,783.0,53.3,5.1,6.82
63.4,715.0,41.3,5.6,5.12
30.8,369.0,39.8,2.1,0.37
62.8,747.0,53.8,4.2,5.93
34.7,420.0,15.3,2.2,0.84
60.1,732.0,50.0,3.8,5.72
35.5,416.0,13.7,2.5,0.75
55.9,664.0,47.1,4.5,3.99
63.9,764.0,44.8,4.4,6.49
38.4,454.0,39.5,2.8,1.13
60.4,723.0,51.8,3.8,5.41
64.7,767.0,52.2,4.5,6.55
41.8,495.0,19.5,2.8,1.58
39.4,460.0,23.3,2.8,1.15
47.1,572.0,29.0,2.7,2.61
65.2,784.0,51.1,5.5,6.75
42.4,525.0,23.2,2.4,1.95
65.5,782.0,52.3,5.2,6.8
55.8,676.0,45.7,3.4,4.31
65.2,779.0,53.6,5.8,6.75
48.3,586.0,50.0,2.7,2.71
38.9,467.0,17.6,2.3,1.31
33.2,400.0,21.5,2.2,0.65
40.2,490.0,22.3,2.5,1.51
42.0,503.0,21.4,2.9,1.6
34.8,415.0,20.5,2.2,0.77
42.2,498.0,17.3,2.6,1.55
48.5,585.0,45.6,3.2,2.7
37.4,455.0,21.4,2.1,1.19
53.3,643.0,28.4,3.5,3.85
66.4,787.0,53.7,5.6,6.76
44.3,536.0,19.6,2.9,2.15
40.5,500.0,40.9,2.3,1.71
65.5,777.0,49.7,5.4,6.7
34.6,422.0,31.1,2.7,0.86
62.1,752.0,55.3,4.3,6.21
38.0,463.0,43.3,2.3,1.2
66.0,786.0,55.0,6.2,6.8
65.3,780.0,45.7,5.8,6.76
48.5,579.0,46.4,2.6,2.55
53.9,639.0,53.4,3.9,3.52
64.9,781.0,53.0,5.3,6.79
40.2,483.0,20.3,2.2,1.48
61.3,740.0,53.7,3.8,5.87
64.3,746.0,54.5,4.8,5.72
56.5,690.0,53.8,3.9,4.72
41.8,506.0,24.3,3.0,1.69
32.7,395.0,25.7,2.5,0.66
39.0,471.0,28.6,2.3,1.34
64.3,772.0,52.2,4.1,6.61
31.2,375.0,16.1,2.4,0.47
63.8,766.0,28.5,4.3,6.92
48.0,588.0,45.8,2.7,2.81
56.8,677.0,38.9,3.4,4.29
64.1,767.0,44.8,4.2,6.56
35.4,421.0,16.1,2.5,0.78
29.6,355.0,24.4,2.1,0.38
30.7,368.0,13.1,2.1,0.49
47.9,579.0,18.7,3.2,2.66
61.2,738.0,49.7,4.1,5.87
30.5,363.0,12.1,2.1,0.41
39.9,469.0,23.3,2.5,1.27
35.1,417.0,21.4,2.4,0.81
31.2,376.0,17.5,2.1,0.48
37.7,456.0,21.4,2.6,1.17
57.2,702.0,52.9,3.7,4.95
66.9,791.0,49.3,4.7,6.8
66.2,784.0,57.3,5.4,6.76
34.3,416.0,20.0,2.2,0.78
31.9,381.0,11.5,2.4,0.53
50.0,609.0,45.5,3.0,3.04
64.3,768.0,53.8,4.7,6.56
32.9,391.0,11.6,2.6,0.63
65.0,781.0,56.9,6.7,6.82
66.3,782.0,54.7,5.3,6.77
33.1,400.0,25.9,2.3,0.69
38.0,446.0,23.6,2.7,1.05
53.9,651.0,36.3,3.3,3.8
65.1,782.0,51.3,4.8,6.78
33.6,403.0,25.9,2.2,0.66
36.8,436.0,21.4,2.6,0.98
39.5,469.0,21.4,2.5,1.28
65.6,780.0,49.1,5.3,6.73
61.0,736.0,53.1,4.3,5.72
59.9,714.0,51.5,3.6,5.16
51.9,619.0,46.5,3.9,3.18
62.2,762.0,53.1,3.9,6.52
28.5,345.0,20.8,2.2,0.32
39.5,475.0,23.4,2.5,1.37
40.7,488.0,21.5,2.9,1.5
54.1,644.0,52.7,4.0,3.66
38.7,466.0,23.5,2.7,1.23
38.5,468.0,24.3,2.3,1.29
66.0,786.0,53.8,4.9,6.81
58.3,678.0,45.5,4.5,4.18
63.6,728.0,49.4,4.6,5.19
43.6,512.0,24.8,3.3,1.69
66.2,784.0,49.8,4.6,6.81
46.8,549.0,18.5,3.2,2.25
64.7,780.0,54.4,5.7,6.76
51.8,614.0,46.1,3.4,3.05
59.8,702.0,26.1,4.3,5.04
66.7,786.0,52.2,5.1,6.75
38.5,448.0,20.5,2.3,1.05
60.6,745.0,51.5,4.2,6.09
47.3,569.0,45.9,2.8,2.6
50.6,605.0,56.5,3.3,3.02
43.5,520.0,21.5,3.3,1.9
39.8,485.0,22.3,2.5,1.46
63.1,758.0,53.8,4.9,6.3
37.7,451.0,37.5,2.4,1.04
53.4,628.0,55.9,3.9,3.31
65.4,777.0,45.6,4.8,6.7
60.3,716.0,51.7,3.6,5.2
29.3,345.0,15.3,2.1,0.3
53.8,659.0,52.3,3.9,4.09
65.8,780.0,53.6,5.8,6.69
65.0,783.0,48.1,6.2,6.72
31.9,380.0,20.4,2.2,0.47
64.7,748.0,52.6,4.6,5.99
65.1,776.0,57.0,5.0,6.75
40.7,489.0,24.3,2.7,1.55
41.6,498.0,23.3,2.5,1.64
52.6,640.0,25.3,3.2,3.83
41.6,505.0,43.1,2.6,1.63
34.4,407.0,26.4,2.7,0.73
51.3,629.0,45.8,3.1,3.48
52.3,629.0,19.6,3.9,3.56
65.2,775.0,51.1,6.5,6.73
36.7,442.0,41.1,2.4,0.93
39.9,476.0,31.1,2.7,1.34
56.3,658.0,27.8,4.4,3.99
55.8,649.0,52.2,3.7,3.61
65.3,778.0,51.4,5.1,6.78
66.5,786.0,53.8,5.6,6.82
64.9,781.0,49.9,5.0,6.78
65.1,784.0,53.9,5.3,6.83
37.7,459.0,46.9,2.5,1.13
46.1,543.0,25.5,3.6,2.14
61.2,738.0,45.7,4.1,5.79
64.9,775.0,49.4,4.6,6.72
52.3,634.0,27.3,4.2,3.76
64.3,779.0,52.0,6.8,6.75
36.1,432.0,27.6,2.2,0.92
34.4,410.0,20.7,2.4,0.72
43.0,513.0,37.1,2.5,1.66
56.3,668.0,40.6,3.7,4.22
54.2,649.0,54.4,3.3,3.79
63.7,769.0,57.6,4.5,6.64
30.4,365.0,15.1,2.2,0.44
66.6,785.0,57.0,5.4,6.83
64.4,774.0,54.6,4.1,6.58
56.1,670.0,52.1,3.2,4.12
41.5,505.0,20.1,2.9,1.76
63.4,749.0,50.6,4.7,6.03
44.0,521.0,37.1,3.5,1.84
44.5,542.0,40.5,2.6,2.02
63.3,753.0,52.3,4.4,6.22
66.6,782.0,57.3,4.8,6.75
66.2,790.0,51.0,6.7,6.86
62.9,747.0,53.6,4.4,6.01
65.2,779.0,53.8,5.3,6.79
49.7,614.0,49.1,3.3,3.18
45.3,540.0,22.4,3.5,2.1
43.5,528.0,45.9,2.2,1.9
61.2,742.0,45.6,4.0,5.84
51.4,609.0,44.6,3.7,3.04
31.6,380.0,20.9,2.2,0.5
38.6,467.0,21.5,2.8,1.27
35.7,424.0,27.7,2.4,0.87
53.5,635.0,22.3,3.7,3.65
67.1,786.0,56.6,5.3,6.77
55.3,670.0,51.5,4.0,4.19
65.3,785.0,53.2,5.0,6.8
52.8,638.0,52.6,3.3,3.65
64.3,772.0,43.3,5.4,7.0
36.4,447.0,21.5,2.7,1.13
61.6,749.0,50.1,4.0,6.17
33.1,397.0,21.5,2.6,0.64
38.4,464.0,25.8,3.2,1.29
55.2,693.0,49.0,3.1,4.97
40.9,488.0,20.5,2.6,1.54
29.4,360.0,12.6,2.1,0.34
42.3,500.0,22.2,3.0,1.61
59.9,717.0,52.2,3.9,5.22
37.4,449.0,14.2,2.4,1.12
50.8,598.0,19.6,3.7,2.94
51.8,621.0,54.5,3.1,3.31
35.9,434.0,22.2,2.5,0.95
53.4,643.0,53.7,4.0,3.72
66.0,787.0,44.8,5.1,7.21
65.2,784.0,49.1,5.5,6.81
45.4,541.0,22.4,3.7,2.12
65.6,778.0,52.0,5.5,6.75
61.9,717.0,49.8,4.3,5.11
52.6,625.0,19.6,3.6,3.42
43.6,515.0,19.6,3.4,1.78
60.4,728.0,45.1,3.9,5.58
45.2,533.0,21.5,2.8,2.04
35.1,417.0,20.5,2.5,0.8
37.2,454.0,25.8,2.4,1.16
54.1,651.0,55.3,3.1,3.9
33.9,401.0,21.2,2.6,0.65
37.3,444.0,23.2,2.3,1.01
61.3,727.0,53.7,3.6,5.49
66.6,787.0,56.9,5.0,6.82
49.8,609.0,50.1,2.9,3.09
65.1,780.0,57.3,6.9,6.8
58.4,692.0,43.5,3.8,4.75
66.6,785.0,49.3,4.7,6.75
65.2,779.0,48.7,4.6,6.76
57.9,693.0,27.7,4.2,4.93
66.3,782.0,54.5,4.7,6.78
35.4,429.0,20.0,2.4,0.89
65.3,775.0,57.2,5.3,6.75
47.4,582.0,46.4,2.7,2.63
48.8,570.0,25.6,3.4,2.46
55.5,684.0,54.4,3.2,4.66
59.4,708.0,46.7,4.4,4.98
37.4,452.0,13.8,2.4,1.09
49.5,589.0,46.3,3.4,2.68
34.9,416.0,23.8,2.1,0.83
48.7,572.0,47.5,2.9,2.43
59.0,702.0,49.9,4.2,4.83
37.0,444.0,22.3,2.1,1.06
43.4,523.0,44.1,2.6,1.83
58.4,659.0,53.6,3.9,3.83
38.6,457.0,28.5,2.7,1.13
52.3,622.0,44.8,4.1,3.3
66.3,790.0,52.2,5.9,6.79
31.1,371.0,16.1,2.3,0.44
41.6,507.0,21.4,2.7,1.72
44.0,507.0,44.0,2.7,1.64
63.8,741.0,51.3,5.2,5.66
44.2,535.0,57.3,3.0,2.01
53.1,651.0,30.9,3.2,4.07
65.2,779.0,55.1,5.8,6.71
41.3,493.0,21.0,2.3,1.6
50.8,597.0,25.1,3.8,2.92
45.0,548.0,19.5,2.9,2.31
49.3,570.0,43.4,4.2,2.49
57.9,683.0,44.8,3.7,4.43
63.6,735.0,54.9,4.9,5.6
65.2,774.0,50.8,5.6,6.64
32.8,389.0,23.2,2.1,0.53
43.6,534.0,22.3,3.8,2.15
66.6,788.0,57.0,5.7,6.8
41.6,494.0,43.9,2.3,1.5
36.5,432.0,23.1,2.2,0.93
53.7,651.0,52.0,3.7,3.89
64.9,782.0,57.3,6.6,6.8
36.2,433.0,23.1,2.1,0.93
33.4,396.0,12.5,2.2,0.66
37.8,448.0,15.7,2.3,1.1
45.4,545.0,22.3,3.0,2.23
65.3,782.0,49.8,5.6,6.79
57.1,688.0,46.0,3.7,4.51
57.9,703.0,46.4,3.4,5.0
52.6,610.0,53.6,3.3,3.0
60.0,708.0,49.0,4.5,4.97
56.5,681.0,53.5,3.1,4.45
47.1,563.0,18.7,3.0,2.4
57.5,693.0,37.2,3.7,4.66
56.9,673.0,26.4,4.1,4.36
42.7,538.0,49.0,2.9,2.1
61.1,738.0,52.2,3.8,5.78
39.2,465.0,17.0,2.7,1.23
48.4,586.0,54.5,3.3,2.81
49.0,593.0,23.1,3.1,2.92
43.1,524.0,24.2,3.3,2.0
60.0,714.0,26.7,5.1,5.44
33.6,404.0,25.7,2.4,0.71
66.1,786.0,53.0,5.2,6.83
55.9,671.0,40.6,3.6,4.41
31.9,385.0,24.0,2.4,0.59
59.1,726.0,27.7,3.5,5.84
32.3,386.0,11.6,2.6,0.55
50.7,606.0,52.6,3.2,3.01
33.3,396.0,20.5,2.3,0.6
58.6,676.0,55.1,3.7,4.18
34.5,413.0,20.7,2.4,0.77
59.2,707.0,27.1,5.1,5.18
61.1,733.0,55.3,4.2,5.67
36.4,436.0,25.3,2.2,0.97
39.8,480.0,17.8,2.5,1.4
57.4,678.0,27.1,4.9,4.45
51.9,617.0,49.9,3.5,3.17
45.8,552.0,17.9,2.8,2.36
64.0,726.0,52.6,4.5,5.07
35.9,429.0,24.3,2.2,0.91
30.3,360.0,22.9,2.1,0.4
64.9,772.0,50.6,4.4,6.61
37.3,457.0,19.0,2.3,1.24
62.2,765.0,52.2,4.3,6.51
30.2,360.0,20.2,2.1,0.41
59.4,688.0,45.5,4.5,4.4
39.6,471.0,37.9,2.2,1.2
62.1,749.0,43.1,4.3,6.08
54.6,659.0,37.4,3.2,4.01
39.7,471.0,35.5,2.4,1.19
54.4,657.0,27.4,3.5,3.89
46.7,578.0,38.9,2.9,2.55
47.6,566.0,29.4,3.1,2.4
60.5,727.0,49.0,3.8,5.38
40.9,487.0,36.1,2.7,1.41
64.8,778.0,53.9,4.8,6.76
66.2,779.0,41.5,4.7,6.7
47.6,572.0,24.2,2.8,2.53
54.5,638.0,44.2,4.1,3.49
49.5,581.0,39.7,3.0,2.56
38.3,459.0,37.2,2.4,1.1
44.7,533.0,38.3,2.7,1.88
62.8,743.0,36.7,4.3,5.93
42.5,520.0,32.0,2.7,1.87
65.2,779.0,45.7,5.7,6.72
42.7,514.0,27.1,2.9,1.77
35.2,424.0,26.7,2.4,0.8
44.7,533.0,28.6,2.8,1.96
52.1,632.0,36.7,3.2,3.55
58.2,696.0,39.8,3.4,4.76
65.3,784.0,42.1,5.7,6.77
65.1,781.0,41.8,6.4,6.8
40.1,481.0,24.2,2.3,1.36
56.4,663.0,48.8,3.5,3.95
47.5,568.0,22.7,3.0,2.42
64.9,779.0,53.8,5.2,6.7
53.2,637.0,40.9,3.4,3.51
57.5,687.0,36.3,4.0,4.5
40.0,476.0,40.7,2.8,1.31
43.3,518.0,17.9,3.2,1.77
52.1,619.0,37.2,3.4,3.18
52.0,615.0,49.0,3.9,3.06
58.7,687.0,45.1,4.3,4.44
53.3,640.0,40.6,3.4,3.61
41.1,484.0,32.5,2.6,1.37
61.0,720.0,44.9,4.0,5.18
46.2,558.0,26.7,2.9,2.26
43.3,515.0,28.5,2.6,1.7
50.7,606.0,48.0,3.2,2.99
59.0,718.0,38.8,4.0,5.38
65.5,779.0,41.4,4.7,6.72
42.3,513.0,24.2,2.6,1.75
43.8,541.0,40.6,2.5,2.11
41.1,495.0,32.6,2.4,1.49
47.1,588.0,36.4,2.7,2.8
57.2,681.0,43.0,4.0,4.44
55.0,653.0,37.0,3.8,3.8
66.6,788.0,51.2,5.4,6.86
36.3,437.0,21.6,2.2,0.96
42.6,513.0,29.4,2.4,1.66
35.8,433.0,36.9,2.1,0.9
51.8,625.0,40.5,3.7,3.27
58.7,684.0,37.6,4.0,4.34
57.0,692.0,41.1,3.9,4.54
38.8,465.0,34.4,2.5,1.13
46.3,554.0,44.8,2.6,2.23
58.4,695.0,38.4,4.2,4.7
43.1,510.0,25.9,2.6,1.61
55.9,659.0,36.4,3.3,3.94
65.1,780.0,49.8,4.6,6.74
65.2,777.0,49.8,4.8,6.7
44.6,528.0,44.7,2.7,1.85
43.6,520.0,28.5,2.6,1.76
45.6,546.0,28.6,2.7,2.13
65.1,774.0,45.2,4.3,6.69
53.7,629.0,36.6,4.4,3.25
37.8,452.0,30.3,2.1,1.07
51.2,616.0,42.7,3.7,3.18
38.7,462.0,29.5,2.2,1.16
54.9,659.0,43.9,3.5,3.94
56.5,666.0,45.7,3.7,3.93
38.5,461.0,32.1,2.5,1.13
40.5,471.0,20.6,2.8,1.18
41.3,503.0,43.2,3.0,1.62
50.0,605.0,24.4,2.8,3.07
45.8,544.0,36.0,3.0,2.06
46.2,551.0,28.5,2.6,2.12
62.4,741.0,49.7,3.7,5.79
37.3,437.0,26.2,2.4,0.86
37.3,448.0,29.4,2.1,1.0
43.4,519.0,25.0,3.0,1.74
56.7,682.0,44.8,3.6,4.41
45.3,544.0,28.5,2.7,2.06
55.5,665.0,50.0,3.6,4.09
45.8,547.0,21.4,2.5,2.16
48.4,583.0,36.6,2.8,2.64
38.9,471.0,25.9,2.4,1.27
43.1,518.0,28.6,2.3,1.74
43.0,517.0,21.2,2.8,1.78
48.1,572.0,29.4,3.0,2.48
65.5,780.0,47.3,4.1,6.69
54.2,640.0,43.9,3.3,3.56
65.5,781.0,51.3,6.4,6.68
36.9,442.0,36.9,2.1,0.95
64.0,766.0,41.1,4.6,6.49
51.0,615.0,43.1,3.2,3.17
40.9,491.0,32.6,2.3,1.45
63.9,757.0,46.8,4.2,6.23
57.8,703.0,48.2,3.1,4.9
39.3,470.0,32.0,2.3,1.23
43.0,516.0,29.1,2.6,1.73
65.0,780.0,39.9,4.6,6.71
58.9,701.0,48.1,4.4,4.73
46.1,547.0,26.5,2.9,2.07
65.7,777.0,38.2,4.6,6.74
65.2,782.0,53.0,5.0,6.77
41.7,506.0,36.0,2.3,1.61
66.4,789.0,39.1,4.4,6.86
43.2,527.0,42.1,2.4,1.87
46.8,559.0,48.3,2.7,2.28
49.4,597.0,26.8,3.1,2.89
53.5,647.0,44.1,3.7,3.78
62.9,755.0,45.6,4.6,6.31
40.9,490.0,26.0,2.2,1.43
63.9,755.0,45.6,4.2,6.16
39.2,477.0,32.9,2.3,1.24
46.4,559.0,27.7,3.0,2.27
66.6,793.0,39.7,6.2,6.87
49.7,596.0,52.9,3.1,2.85
39.5,469.0,20.6,2.5,1.19
37.3,447.0,31.2,2.1,1.01
56.5,680.0,48.8,3.7,4.33
66.3,788.0,42.3,4.8,6.8
45.2,534.0,38.0,2.7,1.97
44.4,531.0,46.6,2.7,1.89
66.0,780.0,43.3,5.5,6.72
44.8,541.0,24.3,2.5,2.07
46.1,551.0,28.5,2.7,2.23
37.5,459.0,34.5,2.6,1.14
59.8,707.0,37.8,3.8,4.9
49.6,608.0,36.9,3.4,3.1
48.6,585.0,48.9,2.7,2.66
58.6,695.0,36.3,3.9,4.68
40.1,487.0,35.1,2.2,1.37
46.1,546.0,28.5,2.9,2.04
53.4,642.0,39.6,3.1,3.61
44.4,536.0,40.2,2.8,1.95
46.9,569.0,36.0,3.1,2.41
38.3,456.0,19.0,2.3,1.14
33.3,402.0,18.7,2.1,0.67
43.0,516.0,28.5,2.5,1.71
61.5,702.0,35.6,4.8,4.67
38.4,465.0,35.1,2.1,1.19
33.9,402.0,24.1,2.1,0.58
44.8,520.0,38.1,3.2,1.77
44.3,532.0,28.5,2.4,1.95
61.9,741.0,46.6,4.5,5.84
54.8,670.0,41.6,4.0,4.38
39.9,481.0,21.5,2.4,1.33
55.9,661.0,44.4,3.8,3.87
48.9,578.0,26.2,3.1,2.53
49.2,592.0,21.5,3.0,2.79
50.4,609.0,40.4,3.0,3.07
42.2,505.0,28.9,2.5,1.58
65.2,781.0,46.1,6.4,6.78
58.5,696.0,43.6,3.8,4.68
51.4,599.0,25.1,3.7,2.83
43.7,528.0,29.4,2.5,1.8
17.6,133.0,20.3,3.7,0.12
66.2,782.0,40.6,4.7,6.76
42.4,507.0,29.0,2.5,1.61
46.4,562.0,21.5,3.0,2.33
40.0,484.0,37.2,2.2,1.37
36.6,447.0,39.7,2.3,1.02
65.3,779.0,38.1,6.0,6.78
65.3,777.0,43.1,4.9,6.7
62.1,732.0,26.6,4.4,5.47
48.1,577.0,53.1,2.9,2.59
42.3,511.0,24.5,2.7,1.7
65.9,778.0,45.7,5.7,6.74
44.1,534.0,37.1,2.9,1.96
67.3,790.0,52.1,5.1,6.82
47.4,574.0,25.0,2.8,2.48
65.1,780.0,40.7,4.9,6.78
31.3,373.0,13.3,2.7,0.48
66.9,765.0,39.1,5.3,6.21
38.4,462.0,19.5,2.6,1.19
44.5,542.0,27.7,2.5,2.04
65.2,783.0,30.3,5.8,6.8
65.0,778.0,41.0,5.2,6.75
45.0,539.0,38.3,2.8,2.0
44.1,526.0,28.5,2.4,1.85
52.0,618.0,48.6,3.3,3.12
47.9,576.0,45.5,2.9,2.56
43.6,518.0,29.7,2.7,1.72
63.6,762.0,41.9,4.2,6.48
46.5,560.0,45.1,2.6,2.35
67.1,788.0,40.4,4.9,6.8
51.7,622.0,50.5,3.5,3.32
46.7,562.0,28.5,2.7,2.33
41.8,501.0,26.7,2.4,1.64
33.2,399.0,24.9,2.1,0.57
37.0,443.0,29.4,2.1,0.99
37.8,454.0,30.1,2.1,1.05
66.5,783.0,40.6,5.2,6.72
63.9,760.0,41.5,4.0,6.27
47.5,554.0,39.1,3.6,2.2
50.5,603.0,25.2,3.1,2.88
42.4,506.0,28.9,2.5,1.64
37.1,443.0,29.4,2.1,1.0
63.5,746.0,42.3,4.6,5.87
54.6,646.0,27.2,3.7,3.69
40.1,479.0,38.1,2.4,1.35
53.2,620.0,33.7,3.6,3.18
53.8,646.0,40.6,3.3,3.73
47.9,574.0,48.4,2.7,2.46
42.1,514.0,31.9,2.4,1.71
47.2,572.0,25.9,2.9,2.51
40.0,478.0,28.7,2.3,1.29
66.3,787.0,46.4,7.4,6.83
57.4,691.0,42.0,3.7,4.7
46.3,558.0,26.2,2.8,2.35
39.8,481.0,38.1,2.3,1.31
43.5,524.0,27.7,2.6,1.85
56.5,669.0,40.6,3.7,4.11
44.0,525.0,28.7,2.8,1.84
44.3,532.0,25.9,2.8,1.94
42.7,507.0,24.2,2.6,1.61
63.6,760.0,51.5,4.0,6.31
65.5,783.0,47.3,5.8,6.81
62.7,751.0,42.3,3.9,6.19
59.2,732.0,41.8,4.4,5.8
42.5,515.0,24.8,2.4,1.67
51.2,607.0,24.2,3.1,3.02
59.3,693.0,37.0,3.6,4.52
55.6,675.0,51.6,3.1,4.39
44.4,536.0,27.7,3.2,2.07
60.1,710.0,39.8,4.9,4.96
54.8,650.0,36.9,4.1,3.76
43.0,513.0,29.1,2.6,1.7
36.8,427.0,26.0,2.3,0.8
61.4,738.0,42.6,5.1,5.8
45.5,548.0,26.8,2.7,2.14
65.6,777.0,48.9,4.5,6.66
61.5,753.0,42.3,3.7,6.25
66.1,780.0,52.3,6.3,6.75
50.2,592.0,46.4,3.2,2.81
64.9,776.0,40.6,4.4,6.73
41.8,502.0,34.6,2.2,1.52
51.2,630.0,44.9,3.3,3.59
36.5,437.0,32.8,2.1,0.97
44.2,530.0,34.3,3.3,1.93
39.6,480.0,25.9,2.2,1.37
51.2,622.0,42.1,3.1,3.32
52.7,608.0,34.4,4.4,2.96
62.8,741.0,49.6,4.2,5.69
33.2,402.0,25.8,2.1,0.62
40.0,491.0,34.5,2.9,1.45
46.4,554.0,25.9,3.0,2.24
52.9,633.0,38.5,3.3,3.4
41.8,496.0,26.4,2.3,1.48
52.7,625.0,38.9,4.0,3.29
59.2,706.0,41.6,4.3,4.96
58.6,707.0,47.3,3.9,5.11
43.7,523.0,28.5,2.7,1.73
42.8,511.0,38.1,2.7,1.68
62.7,744.0,41.4,4.3,5.88
65.4,778.0,42.3,5.1,6.69
53.1,624.0,49.3,3.7,3.24
56.2,671.0,49.7,3.9,4.2
55.2,656.0,38.2,3.6,3.86
63.2,742.0,46.2,4.1,5.72
39.9,485.0,38.8,2.3,1.38
47.7,572.0,26.4,3.0,2.4
64.8,782.0,44.3,5.4,6.75
50.3,609.0,25.9,3.1,3.0
55.5,664.0,51.0,3.5,4.06
35.6,427.0,18.4,2.8,0.85
62.8,710.0,51.8,4.7,4.81
39.8,480.0,39.1,2.3,1.32
49.1,594.0,25.3,2.9,2.85
62.2,743.0,46.6,4.5,5.9
50.0,619.0,35.5,2.7,3.29
54.3,650.0,45.6,3.5,3.72
41.9,510.0,37.2,2.5,1.71
37.0,445.0,21.5,2.2,0.96
37.6,449.0,30.5,2.1,1.03
57.6,681.0,45.5,3.8,4.36
59.2,690.0,42.2,4.1,4.53
47.8,584.0,34.3,2.8,2.69
52.8,638.0,38.2,3.3,3.58
46.2,560.0,48.3,3.1,2.33
43.9,516.0,26.0,3.0,1.75
57.3,682.0,44.8,3.9,4.4
61.2,739.0,38.0,4.0,5.83
53.1,622.0,38.5,3.5,3.23
56.8,703.0,38.8,4.3,5.14
65.0,778.0,40.5,5.6,6.77
66.5,785.0,46.9,4.5,6.69
51.4,624.0,38.9,3.4,3.37
65.2,783.0,51.8,6.6,6.75
57.3,696.0,48.2,3.7,4.71
53.4,628.0,37.0,3.2,3.3
34.3,396.0,18.7,2.7,0.57
66.4,782.0,48.2,5.7,6.8
37.3,446.0,11.8,2.4,1.01
57.0,681.0,40.5,3.1,4.46
65.9,787.0,52.0,6.3,6.85
38.2,459.0,19.0,2.1,1.17
57.4,697.0,48.0,3.6,4.78
48.0,577.0,25.9,2.9,2.58
51.9,625.0,41.0,3.4,3.26
66.6,779.0,49.7,4.4,6.61
59.8,705.0,44.7,3.8,4.93
33.8,407.0,18.7,2.1,0.7
47.3,553.0,49.8,2.7,2.16
39.5,477.0,18.7,2.6,1.37
65.9,780.0,41.5,4.8,6.72
41.5,493.0,23.8,3.0,1.51
38.3,459.0,31.8,2.2,1.12
41.2,495.0,28.7,2.4,1.42
66.8,790.0,41.2,5.2,6.82
53.4,646.0,48.3,3.3,3.74
65.7,775.0,38.4,6.0,6.73
37.0,446.0,40.0,2.6,0.99
65.3,785.0,40.9,4.9,6.83
65.3,776.0,51.0,5.3,6.66
65.5,786.0,43.7,5.7,6.8
37.4,446.0,29.3,2.1,1.0
45.2,541.0,28.5,2.7,2.0
41.3,498.0,39.6,2.5,1.57
41.3,493.0,23.8,3.1,1.44
38.1,459.0,19.0,2.1,1.17
66.9,793.0,51.4,5.3,6.82
45.8,546.0,29.4,2.8,2.09
43.7,533.0,44.8,2.5,1.95
44.9,534.0,30.2,2.7,2.03
37.6,449.0,29.4,2.1,0.99
64.3,755.0,38.5,4.4,6.05
44.3,530.0,29.3,2.4,1.9
34.5,403.0,24.5,2.5,0.65
61.0,750.0,27.6,4.4,6.1
65.3,778.0,50.5,5.3,6.74
41.7,500.0,26.6,2.5,1.51
66.6,795.0,38.4,4.4,6.85
45.2,546.0,26.6,2.7,2.12
45.3,524.0,44.5,3.2,1.72
41.3,490.0,43.3,3.3,1.48
41.0,488.0,23.8,3.0,1.39
65.9,786.0,29.4,5.6,6.88
33.0,389.0,18.7,2.1,0.54
37.9,438.0,17.9,2.9,0.93
46.6,561.0,44.0,3.6,2.32
42.8,513.0,20.5,3.2,1.75
48.3,578.0,48.1,2.9,2.55
38.0,457.0,24.2,2.1,1.15
63.6,750.0,43.4,4.4,6.02
37.4,453.0,21.5,2.3,1.1
42.4,504.0,38.8,3.0,1.52
46.9,573.0,23.6,3.4,2.6
39.2,473.0,21.5,2.3,1.31
37.0,459.0,42.9,2.1,1.21
48.0,581.0,24.8,3.0,2.61
48.6,583.0,35.9,2.9,2.6
66.6,780.0,51.8,5.2,6.53
43.3,521.0,21.5,2.9,1.83
45.1,539.0,28.5,2.6,2.02
41.6,497.0,32.6,2.3,1.48
37.6,449.0,33.7,2.3,1.09
50.8,600.0,25.9,3.7,3.0
38.2,465.0,20.5,2.3,1.21
43.4,525.0,27.4,2.6,1.82
46.1,558.0,38.9,2.7,2.31
32.8,396.0,12.4,2.4,0.58
56.6,680.0,40.7,3.5,4.35
56.8,686.0,54.5,3.6,4.56
51.5,614.0,39.8,3.1,3.11
55.9,677.0,48.2,3.9,4.32
49.9,597.0,42.7,2.9,2.84
42.1,505.0,26.3,2.5,1.56
42.8,512.0,26.1,2.8,1.66
54.5,646.0,26.4,3.5,3.67
43.7,513.0,18.8,3.1,1.7
42.1,503.0,26.6,2.6,1.56
56.8,682.0,45.0,3.8,4.5
41.2,488.0,38.9,2.3,1.38
63.4,766.0,32.0,4.4,6.53
41.9,502.0,29.4,2.3,1.58
47.2,560.0,36.7,3.0,2.27
37.1,444.0,30.2,2.1,0.95
53.5,642.0,43.8,3.3,3.68
39.4,480.0,27.1,2.5,1.43
37.8,451.0,35.7,2.1,1.07
40.9,493.0,32.0,2.4,1.49
56.3,667.0,46.8,4.0,4.04
35.8,430.0,38.4,2.3,0.85
44.8,534.0,28.5,2.6,1.94
64.1,728.0,41.5,4.9,5.31
